Date,"['AAPL', 'GOOG', 'AMZN', 'MSFT']_RSI","['AAPL', 'GOOG', 'AMZN', 'MSFT']_MACD","['AAPL', 'GOOG', 'AMZN', 'MSFT']_RSI","['AAPL', 'GOOG', 'AMZN', 'MSFT']_MACD","['AAPL', 'GOOG', 'AMZN', 'MSFT']_RSI","['AAPL', 'GOOG', 'AMZN', 'MSFT']_MACD","['AAPL', 'GOOG', 'AMZN', 'MSFT']_RSI","['AAPL', 'GOOG', 'AMZN', 'MSFT']_MACD"
2015-02-06,65.04884844988486,0.0,56.85525151940286,0.0,83.08772408909721,0.0,38.96438696934226,0.0
2015-02-09,66.46024291790765,0.0,54.515087224088305,0.0,79.05493368647691,0.0,38.73404849807277,0.0
2015-02-10,70.22940473968116,0.0,59.654415089979096,0.0,79.74922102296759,0.0,40.55139994185179,0.0
2015-02-11,74.12358277762534,0.0,58.89142945061757,0.0,80.36400342876144,0.0,39.397634432859434,0.0
2015-02-12,75.99191424456264,0.0,62.588944424002385,0.0,80.95465606467201,0.0,44.850956056754754,0.0
2015-02-13,76.70280081001417,0.0,65.50758354436113,0.0,82.27289208140549,0.0,50.157288804074895,0.0
2015-02-17,77.56809155036277,0.0,60.36122516515882,0.0,74.63257351607325,0.0,50.2901930670943,0.0
2015-02-18,78.58452798821524,0.0,57.86954265247975,0.0,72.30506941852691,0.0,49.93152976012075,0.0
2015-02-19,77.43795090475157,0.0,59.6791149666899,0.0,74.63345225322631,0.0,49.702297910858924,0.0
2015-02-20,78.73702976931305,0.14672631743980757,56.45015210609486,0.03362881961129127,76.4019036385398,-0.024686389272468245,52.51780419586425,0.3088155772175012
2015-02-23,82.37902502181205,0.17218377150062203,51.10266126366306,-0.007979717161185673,72.30153819540647,-0.04287112953362349,54.71667526552544,0.3229643348896557
2015-02-24,78.92639847532067,0.15861107616371006,53.89532837513363,-0.022974627323305796,70.5071339995431,-0.0654825728771391,54.157927386887074,0.3167401239029924
2015-02-25,66.67227098816673,0.08462993229955873,58.63113459740848,-0.009048582104604463,73.59426815607289,-0.06295406959993555,53.18289954447554,0.2951506429420564
2015-02-26,69.15909008249088,0.04778156266716471,64.4925906042516,0.03442529228816227,72.90337403454338,-0.06811028728965285,53.80981557665807,0.2737371169478776
2015-02-27,63.06533371032493,-0.015068831137071692,65.80491267899029,0.06653954379856941,67.35964721375706,-0.09064454693221125,51.57863429422612,0.2375372836399946
2015-03-02,64.15854802735393,-0.054022106604924236,70.93195491708371,0.12143343323389216,70.24770458129518,-0.09032747088713555,51.88572228369362,0.20662236571023407
2015-03-03,64.64156483222388,-0.08095640583967922,71.74293463282108,0.15375224033201618,68.99261039898974,-0.09639885680383875,45.65314512325734,0.14553151270673875
2015-03-04,61.91262785034763,-0.1142759847276612,71.49075557878555,0.161737077884352,66.6831953492513,-0.10861663080917028,43.58583538197702,0.08929045506284816
2015-03-05,55.37346161787074,-0.16823630890815122,72.25312440150113,0.1607453514378947,69.64202048497432,-0.10146259993766515,44.20420141491287,0.05367771291688275
2015-03-06,55.821649870615815,-0.19890009910972029,64.9565878517268,0.12339261830704124,60.82994975406189,-0.12331343525079863,37.55435437120357,-0.011242580546272474
2015-03-09,57.139371780739644,-0.20791882455371735,65.5279106865218,0.09282906574782512,59.2343860589824,-0.14210199088667408,43.531233122973326,-0.022931990811422664
